stop_id,stop_name,rank
at:44:45550,Haslach/Mühl Bahnhst,0
at:44:45680,Iglmühle Bahnhst,0
at:44:45750,Neufelden Bahnhof,0
at:44:45765,Kleinzell im Mühlkreis Bahnhst,0
at:44:45780,Neuhaus-Niederwaldkirchen Bahnhst,0
at:44:46009,Pinsdorf Bahnhst,0
at:44:46010,Gmunden Bahnhof,0
at:44:46011,Altmünster/Traunsee Bahnhof,0
at:44:46320,Viechtwang Bahnhst,1
at:44:46321,Scharnstein-Mühldorf Bahnhof,1
at:44:46322,Kothmühle Bahnhst,1
at:44:46323,Traxenbichl Bahnhst,1
at:44:46340,Grünau im Almtal Bahnhof,1
at:44:46406,Traunkirchen Bahnhof,0
at:44:46430,Traunkirchen Ort Bahnhof,0
at:44:46440,Ebensee Landungsplatz,0
at:44:46441,Ebensee Bahnhof,0
at:44:46470,Steinkogel Bahnhst,0
at:44:46500,Bad Ischl Bahnhof,0
at:44:46534,Lauffen b.Bad Ischl Bahnhst,0
at:44:46570,Bad Goisern Jodschwefelbad Bahnhst,0
at:44:46571,Bad Goisern Bahnhof,0
at:44:46580,Steeg-Gosau Bahnhof,0
at:44:46630,Obersee OÖ Bahnhst,0
at:44:46631,Hallstatt Bahnhst,0
at:44:46640,Obertraun-Dachsteinhöhlen Bahnhof,0
at:44:46790,Aurachkirchen Bahnhof,0
at:44:46900,Oberland OÖ Bahnhof,1
at:44:46910,Großraming Bahnhof,0
at:44:46930,Küpfern Bahnhst,0
at:44:46940,Kastenreith Bahnhst,0
at:44:46942,Weyer/Enns Bahnhof,1
at:44:46950,Kleinreifling Bahnhof,0
at:44:46960,Gaflenz Bahnhst,1
at:44:47000,Vöcklabruck Bahnhof,0
at:44:47060,Oberthalheim-Timelkam Bahnhst,1
at:44:47120,Ottnang-Wolfsegg Bahnhof,1
at:44:47130,Bergern am Hausruck Bahnhst,1
at:44:47150,Schwanenstadt Bahnhof,0
at:44:47151,Breitenschützing Bahnhof,1
at:44:47200,Attnang-Puchheim Bahnhof,0
at:44:47230,Lehen-Altensam Bahnhst,1
at:44:47250,Wankham b.Attnang Bahnhst,0
at:44:47270,Lenzing OÖ Bahnhof,0
at:44:47271,Lenzing OÖ Ort Bahnhst,1
at:44:47300,Siebenmühlen-Rosenau Bahnhst,1
at:44:47301,Kammer-Schörfling Bahnhst,0
at:44:47510,Grieskirchen-Gallspach Bahnhof,0
at:44:47511,Schlüßlberg Bahnhof,0
at:44:47650,Obertrattnach-Markt Hofkirchen Bahnhst,0
at:44:47750,Bad Schallerbach-Wallern Bahnhof,0
at:44:47795,Kimpling Bahnhst,0
at:44:47800,Timelkam Bahnhof,0
at:44:47840,Neukirchen-Gampern Bahnhst,0
at:44:47841,Redl-Zipf Bahnhst,0
at:44:47860,Vöcklamarkt Bahnhof,0
at:44:47870,Frankenmarkt Bahnhof,0
at:44:47880,Pöndorf Bahnhof,0
at:44:47901,Oberhofen-Zell am Moos Bahnhst,0
at:44:47980,Wolfshütte Bahnhst,1
at:44:48000,Ried im Innkreis Bahnhof,0
at:44:48050,Bad Ried Bahnhst,1
at:44:48060,Oberbrunn im Innkreis Bahnhst,1
at:44:48080,Neuratting Bahnhst,1
at:44:48081,Gurten OÖ Bahnhst,0
at:44:48101,Aurolzmünster Bahnhst,1
at:44:48140,St.Martin im Innkreis Bahnhof,1
at:44:48141,Hart im Innkreis Bahnhst,1
at:44:48170,Kumpfmühl Bahnhof,0
at:44:48171,Riedau Bahnhof,0
at:44:48190,Peterskirchen Bahnhof,0
at:44:48201,Pram-Haag Bahnhof,0
at:44:48210,Wendling b.Haag Bahnhof,0
at:44:48300,Eberschwang Bahnhof,1
at:44:48310,Hausruck Bahnhof,1
at:44:48315,Schalchen-Mattighofen Bahnhst,0
at:44:48320,Holzleithen am Hausruck Bahnhst,1
at:44:48500,Schärding Bahnhof,0
at:44:48530,Wernstein/Inn Bahnhof,0
at:44:48531,Gopperding Bahnhst,1
at:44:48790,Taufkirchen/Pram Bahnhof,0
at:44:48800,Andorf Bahnhof,0
at:44:48880,Zell/Pram Bahnhof,0
at:44:48900,Suben Bahnhof,1
at:44:48920,Dietrichshofen Bahnhst,1
at:44:48930,Antiesenhofen Bahnhof,1
at:44:49000,Braunau/Inn Bahnhof,0
at:44:49100,Hagenau im Innkreis Bahnhst,1
at:44:49110,Mining Bahnhof,0
at:44:49120,Mühlheim/Inn Bahnhst,1
at:44:49130,Obernberg-Altheim Bahnhof,0
at:44:49131,Geinberg Bahnhst,0
at:44:49190,St.Georgen/Mattig Bahnhof,0
at:44:49210,Mauerkirchen Bahnhof,0
at:44:49220,Uttendorf-Helpfau Bahnhof,0
at:44:49250,Furth b.Mattighofen Bahnhst,0
at:44:49320,Achenlohe Bahnhst,0
at:44:49330,Teichstätt Bahnhof,0
at:44:49331,Friedburg Bahnhof,0
at:44:49650,Mattighofen Bahnhof,0
at:44:49666,Munderfing Bahnhof,0
at:44:49759,Lasberg-St.Oswald Bahnhst,0
at:44:49841,Schlägl Bahnhst,0
at:44:49844,Aigen-Schlägl Bahnhof,0
at:45:50002,Salzburg Hauptbahnhof 7,0
at:45:50034,Salzburg Liefering S-Bahn 1,0
at:45:50209,Wallersee S-Bahn 1,1
at:45:50210,Köstendorf Weng S-Bahn 1,1
at:45:50230,Eugendorf S-Bahn 2,1
at:45:50253,Salzburg Kasern S-Bahn 1,1
at:45:50254,Hallwang-Elixhausen S-Bahn 1,1
at:45:50273,Neumarkt Bahnhof 1,0
at:45:50281,Steindorf Bahnhof 1,0
at:45:50290,Straßwalchen Bahnhof 1,0
at:45:50456,Salzburg Parsch S-Bahn 1,1
at:45:50457,Salzburg Aigen S-Bahn 2,1
at:45:50458,Salzburg-Süd S-Bahn 1,0
at:45:50470,Elsbethen S-Bahn 2,1
at:45:50475,Puch S-Bahn 2,1
at:45:50489,Oberalm 1,1
at:45:50494,Hallein Bahnhof 2,0
at:45:50500,Hallein Burgfried S-Bahn 1,1
at:45:50578,Kuchl Garnei S-Bahn 1,1
at:45:50580,Kuchl S-Bahn 1,0
at:45:50591,Golling-Abtenau Bahnhof 3,0
at:45:50861,Salzburg Sam S-Bahn 1,1
at:45:51023,Salzburg Mülln-Altstadt S-Bahn 2,0
at:45:51024,Salzburg Aiglhof S-Bahn 2,0
at:45:52011,Hüttau Bahnhof 2,1
at:45:52099,Bischofshofen Bahnhof 4,0
at:45:52106,Pöham Bahnhof 1,1
at:45:52114,Radstadt Bahnhof 1,0
at:45:52183,Altenmarkt Bahnhof 1,1
at:45:52189,Eschenau Bahnhof 1,1
at:45:52191,Lend Bahnhof 2,0
at:45:52192,Mitterberghütten Bahnhof 1,1
at:45:52197,Schwarzach-St.Veit Bahnhof 1,0
at:45:52199,Dorfgastein Bahnhof 1,0
at:45:52201,Bad Hofgastein Bahnhof 1,0
at:45:52204,Bad Gastein Bahnhof 2,0
at:45:52210,Tenneck Bahnhof 1,1
at:45:52343,Eben Bahnhof 1,1
at:45:52385,St.Johann Bahnhof 3,0
at:45:52418,Mandling Bahnhof 1,1
at:45:52428,Pfarrwerfen Bahnhof 2,1
at:45:52434,Werfen Bahnhof 2,0
at:45:52495,Niedernfritz-St.Martin Bahnhof 1,1
at:45:54001,Saalfelden Bahnhof 2,0
at:45:54104,Zell am See Bahnhof 3,0
at:45:54179,Bruck-Fusch Bahnhof 1,0
at:45:54180,Taxenbach-Rauris Bahnhof 1,0
at:45:54252,Leogang Steinberge Bahnhof 1,0
at:45:54253,Maishofen-Saalbach Bahnhof 1,1
at:45:54276,Leogang Bahnhof 1,0
at:45:56183,Seekirchen Bahnhof 1,0
at:45:56199,Bad Vigaun S-Bahn 2,1
at:45:56483,Straßwalchen West,0
at:45:56533,Salzburg Gnigl S-Bahn 1,1
at:45:56656,Puch Urstein (FH) 2,1
at:45:56702,Salzburg Taxham Europark S-Bahn 1,0
at:45:56900,Gries Bahnhof 1,1
at:45:56901,Gerling Bahnhof 2,1
at:46:1034,Studenzen-Fladnitz,0
at:46:1745,Pernegg Bahnhof 2,0
at:46:1746,Flughafen Graz-Feldkirchen Bahnhof,1
at:46:1747,Werndorf Bahnhof,1
at:46:1748,Wildon Bahnhof,1
at:46:1749,Lebring Bahnhof,1
at:46:1751,Lichendorf Bahnhof,1
at:46:1752,Weitersfeld an der Mur Bahnhof,1
at:46:1753,Mureck Bahnhof,1
at:46:1756,Purkla Bahnhof,1
at:46:1757,Halbenrain Bahnhof,1
at:46:1758,Judendorf-Straßengel Bahnhof 2,0
at:46:1759,Stübing Bahnhof 1,0
at:46:1760,Peggau-Deutschfeistritz Bahnhof 2,0
at:46:1761,Laßnitzhöhe 2,0
at:46:1762,Takern-St.Margarethen Bahnhof,0
at:46:1764,Rohr Haltestelle,0
at:46:1765,Gniebing,0
at:46:1766,Lödersdorf,0
at:46:1767,Hohenbrugg an der Raab,0
at:46:1768,Hatzendorf Bahnhof,0
at:46:1770,Söchau Bahnhof,0
at:46:1771,Übersbach Bahnhof,0
at:46:1772,Bierbaum/Safen Bahnhof,0
at:46:1774,Bad Waltersdorf Bahnhof,0
at:46:1775,Sebersdorf Bahnhof,0
at:46:1794,Kalsdorf Bahnhof,1
at:46:1827,Leibnitz Bahnhof,0
at:46:1839,Spielfeld-Straß Bahnhof,0
at:46:1858,Gosdorf Bahnhof,1
at:46:1891,Bad Radkersburg Bahnhof,1
at:46:1923,Feldbach 3,0
at:46:1960,Fehring,0
at:46:1982,Fürstenfeld Bahnhof,0
at:46:2022,Hartberg Bahnhof,0
at:46:2042,Frohnleiten Bahnhof 2,0
at:46:2051,Mixnitz-Bärenschützklamm Bahnhof 1,0
at:46:2065,Bruck/Mur Bahnhof 1,0
at:46:2244,Laßnitzthal 1,1
at:46:2735,Bad Blumau Bahnhof,0
at:46:28,Gleisdorf 2,0
at:46:3038,Graz Ostbahnhof 2,0
at:46:3039,Raaba 1,0
at:46:3040,Graz Hbf 5,0
at:46:30454,Leoben Lerchenfeld Bahnhof,0
at:46:3747,Graz Liebenau Murpark 1,0
at:46:3918,Kaindorf Bahnhof,0
at:46:4279,Graz Puntigam Bahnhof,0
at:46:4498,Graz Don Bosco Bahnhof 1,0
at:46:5205,St.Johann in der Haide Bahnhof,0
at:46:5211,Grafendorf Bahnhof,0
at:46:5230,Rohrbach-Vorau Bahnhof,0
at:46:525,Gratwein-Gratkorn Bahnhof 2,0
at:46:5511,Unzmarkt Bahnhof 3,0
at:46:6092,Kapfenberg Bahnhof A/B,0
at:46:6154,St.Marein Ort,3
at:46:6155,St.Marein-St.Lorenzen Bahnhof,0
at:46:6208,Leoben Fichtlplatz,3
at:46:6216,Niklasdorf Proleber Straße,3
at:46:6310,Mürzhofen Gemeindeamt,3
at:46:6313,Kindberg Bahnhof,0
at:46:6344,Leoben Hauptbahnhof A,0
at:46:6539,Krieglach Bahnhof,0
at:46:6589,Hieflau Bahnhof,0
at:46:6635,Wartberg Bahnhof/Landesstraße,3
at:46:6650,Langenwang Ortsmitte,3
at:46:6750,St.Michael Bahnhof,0
at:46:6770,Mautern Bahnhof,0
at:46:6793,Admont Bahnhof,0
at:46:6802,Gstatterboden Bahnhof,0
at:46:6892,Stainach-Irdning Bahnhof,0
at:46:6938,Selzthal Bahnhof,0
at:46:6947,Rottenmann Bahnhof,0
at:46:7024,Gröbming Bahnhof,1
at:46:7063,Bad Aussee Bahnhof,0
at:46:7112,Tauplitz Bahnhof,0
at:46:7189,Haus Bahnhof,1
at:46:7208,Schladming Bahnhof,0
at:46:7316,Bad Mitterndorf Bahnhof,0
at:46:7420,Kapfenberg Fachhochschule,0
at:46:7421,Allerheiligen-Mürzhofen Bahnhof,1
at:46:7422,Wartberg Bahnhof,0
at:46:7423,Mitterdorf-Veitsch Bahnhof,0
at:46:7424,Langenwang Bahnhof,1
at:46:7426,Mürzzuschlag Bahnhof,0
at:46:7427,Spital am Semmering Bahnhof,1
at:46:7428,Steinhaus Bahnhof,1
at:46:7431,Kammern Bahnhof,0
at:46:7432,Kalwang Bahnhof,0
at:46:7433,Wald am Schoberpaß Bahnhof,0
at:46:7435,Gaishorn Bahnhof,0
at:46:7436,Trieben Bahnhof,0
at:46:7437,Liezen Bahnhof 1,0
at:46:7438,Wörschach Schwefelbad Bahnhof,1
at:46:7441,Niederöblarn Bahnhof,1
at:46:7442,Öblarn Bahnhof,1
at:46:7443,Stein an der Enns Bahnhof,1
at:46:7444,Pruggern Bahnhof,1
at:46:7445,Aich-Assach Bahnhof,1
at:46:7447,Pichl bei Schladming Bahnhof,1
at:46:7449,Ardning Bahnhof,0
at:46:7452,Johnsbach Bahnhof,0
at:46:7456,Weißenbach-St.Gallen Bahnhof,0
at:46:7461,Niklasdorf Bahnhof 2,0
at:46:7463,Kraubath an der Mur Bahnhof,0
at:46:7465,Fentsch-St.Lorenzen Bahnhof,0
at:46:7466,Knittelfeld Bahnhof,0
at:46:7468,Zeltweg Bahnhof,0
at:46:7469,Judenburg Bahnhof,0
at:46:7470,Thalheim-Pöls Bahnhof,0
at:46:7471,St.Georgen ob Judenburg Bahnhof,0
at:46:7472,Scheifling Bahnhof,0
at:46:7473,Mariahof-St.Lambrecht Bahnhof,0
at:46:7474,Neumarkt Bahnhof,0
at:46:7510,Pürgg Bahnhof,0
at:46:7512,Bad Mitterndorf-Heilbrunn Bahnhof,0
at:46:7513,Kainisch Bahnhof,0
at:46:7514,Kulm Schiflugschanze Bahnhof,0
at:46:7542,Dechantskirchen Bahnhof,0
at:46:7543,Friedberg,0
at:46:7547,Pinggau Markt Bahnhof,0
at:46:7548,Tauchen-Schaueregg Bahnhof,0
at:46:76,Ehrenhausen Bahnhof,0
at:46:942,Feldkirchen-Seiersberg Bahnhof,1
at:46:977,Hart b.Graz Bahnhof 1,0
at:47:1150,Lienz-Peggetz Bahnhof,1
at:47:1153,Hochfilzen Bahnhof,0
at:47:1154,Pfaffenschwendt Bahnhof,1
at:47:1155,Fieberbrunn Bahnhof,0
at:47:1156,St. Johann i. T. Grieswirt Bahnhof,1
at:47:1157,St. Johann i. T. Bahnhof,0
at:47:1159,Oberndorf in Tirol,1
at:47:1160,Kitzbühel Bahnhof,0
at:47:1161,Kitzbühel Hahnenkamm Bahnhof,0
at:47:1162,Kitzbühel Schwarzsee Bahnhof,1
at:47:1163,Kirchberg i. T. Bahnhof,0
at:47:1164,Brixen i. Th. Bahnhof,0
at:47:1165,Westendorf Bahnhof,0
at:47:1166,Windau Bahnhof,1
at:47:1167,Hopfgarten i. Br. Berglift Bahnhof,0
at:47:1168,Hopfgarten i. Br. Bahnhof,0
at:47:1169,Wörgl Süd-Bruckhäusl Bahnhof,1
at:47:1170,Wörgl Hbf,0
at:47:1172,Kundl Bahnhof,0
at:47:1173,Rattenberg-Kramsach Bahnhof 1,0
at:47:1174,Brixlegg Bahnhof,0
at:47:1175,Münster-Wiesing Bahnhof,0
at:47:1178,Stans Bahnhof,1
at:47:1179,Schwaz Bahnhof,0
at:47:1180,Pill-Vomperbach Bahnhof,1
at:47:1181,Terfens-Weer Bahnhof,1
at:47:1182,Fritzens-Wattens Bahnhof,1
at:47:1183,Volders-Baumkirchen Bahnhof,1
at:47:1184,Hall in Tirol Bahnhof,0
at:47:1186,Rum Bahnhof,0
at:47:1187,Innsbruck Hauptbahnhof,0
at:47:1189,Innsbruck Westbahnhof,0
at:47:1191,Völs Bahnhof,0
at:47:1192,Kematen i. T. Bahnhof,0
at:47:1193,Oberhofen i. I. Bahnhof,1
at:47:1194,Zirl Bahnhof,0
at:47:1195,Inzing Bahnhof,1
at:47:1196,Hatting Bahnhof,1
at:47:1197,Flaurling Bahnhof,1
at:47:1198,Telfs-Pfaffenhofen Bahnhof,0
at:47:1199,Rietz Bahnhof,0
at:47:1200,Stams Bahnhof,0
at:47:1201,Mötz Bahnhof,0
at:47:1202,Silz Bahnhof,0
at:47:1203,Haiming Bahnhof,0
at:47:1204,Ötztal-Bahnhof,0
at:47:1205,Roppen Bahnhof,0
at:47:1206,Imst-Pitztal Bahnhof,0
at:47:1209,Imsterberg Bahnhof,0
at:47:1210,Schönwies Bahnhof,0
at:47:1212,Landeck-Zams Bahnhof,0
at:47:1222,St. Anton a. A. Bahnhof,0
at:47:211,Innsbruck Messe Bahnhof,0
at:47:2181,Kirchbichl Bahnhof,0
at:47:2183,Schaftenau Bahnhof,0
at:47:2184,Kufstein Bahnhof,0
at:47:2221,Innsbruck Hötting Bahnhof,1
at:47:2222,Innsbruck Allerheiligenhöfe Bahnhof,1
at:47:2223,Kranebitten Bahnhof,1
at:47:2225,Hochzirl Bahnhof,1
at:47:2226,Leithen Bahnhof,1
at:47:2227,Reith b. S. Bahnhof,1
at:47:2228,Seefeld i. T. Bahnhof,1
at:47:2230,Gießenbach Bahnhof,1
at:47:2231,Scharnitz Bahnhof,1
at:47:2263,Matrei a. Br. Bahnhof,0
at:47:2264,Steinach a. Br. Bahnhof,0
at:47:2265,St. Jodok a. Br. Bahnhof,1
at:47:2266,Gries a. Br. Bahnhof,1
at:47:294,Hall-Thaur Bahnhof,1
at:47:3871,Nikolsdorf Bahnhof,1
at:47:3872,Dölsach Bahnhof,1
at:47:3873,Lienz Bahnhof,0
at:47:3875,Thal Bahnhof,1
at:47:3876,Mittewald Bahnhof,1
at:47:3877,Abfaltersbach Bahnhof,1
at:47:3878,Tassenbach Bahnhof,1
at:47:3879,Sillian Bahnhof,0
at:47:3880,Weitlanbrunn Bahnhof,1
at:47:3881,Heinfels Bahnhof,1
at:47:61321,Jenbach Bahnhof,0
at:48:1029,Götzis Bahnhof,0
at:48:1098,Hard-Fussach Bahnhof,1
at:48:1099,Dornbirn Haselstauden Bahnhof,1
at:48:1133,Hohenems Bahnhof,0
at:48:1184,Klaus Bahnhof,1
at:48:1226,Langen a. A. Bahnhof,0
at:48:1252,Lauterach Bahnhof,1
at:48:130,Bludenz Bahnhof,0
at:48:1303,Lorüns Bahnhof,1
at:48:1305,Ludesch Bahnhof,0
at:48:1313,Lustenau Bahnhof,1
at:48:134,Schruns Bahnhof,1
at:48:1377,Nenzing Bahnhof,0
at:48:139,Kaltenbrunnen Bahnhof,1
at:48:1405,Nüziders Bahnhof,0
at:48:1436,Rankweil Bahnhof,0
at:48:146,Schwarzach Bahnhof,1
at:48:1679,Schlins Bahnhof,1
at:48:187,St. Anton im Montafon Bahnhof,1
at:48:233,Sulz-Röthis Bahnhof,1
at:48:2383,Lauterach Unterfeld Bahnhof,1
at:48:276,Tisis Bahnhof,1
at:48:326,Vandans Bahnhof,1
at:48:356,Wolfurt Bahnhof,1
at:48:394,Altach Bahnhof,1
at:48:413,Bludenz Moos Bahnhof,1
at:48:452,Bregenz Bahnhof,0
at:48:454,Bregenz Riedenburg Bahnhof,0
at:48:466,Bregenz Hafen Bahnhof,0
at:48:511,Bludenz Brunnenfeld Bahnhof,1
at:48:567,Altenstadt Bahnhof,1
at:48:585,Dornbirn Bahnhof,0
at:48:628,Dornbirn Hatlerdorf Bahnhof,1
at:48:738,Dornbirn Schoren Bahnhof,1
at:48:817,Feldkirch Bahnhof,0
at:48:847,Feldkirch Amberg Bahnhof,1
at:48:868,Frastanz Bahnhof,0
at:48:889,Lochau Bahnhof,0
at:48:892,Tschagguns Bahnhof,1
at:48:975,Gisingen Bahnhof,1
at:49:1003,Wien Penzing,1
at:49:1015,Wien Meidling,0
at:49:1040,Wien Praterstern,0
at:49:1062,Wien Spittelau,0
at:49:1091,Wien Rennweg,0
at:49:1248,Wien Siemensstraße,0
at:49:1257,Wien Grillgasse,0
at:49:1260,Wien Simmering,0
at:49:1295,Wien Speising,1
at:49:1299,Wien Stadlau,0
at:49:1301,Wien Praterkai,1
at:49:1333,Wien Strebersdorf,1
at:49:1346,Wien Quartier Belvedere,0
at:49:1349,Wien Hauptbahnhof,0
at:49:1357,Wien Süßenbrunn,0
at:49:1385,Wien Traisengasse,0
at:49:1425,Wien St. Marx,1
at:49:1458,Wien Weidlingau Bahnhof,1
at:49:1468,Wien Westbahnhof,0
at:49:1482,Wien Wolf in der Au,1
at:49:1519,Wien Zentralfriedhof,1
at:49:166,Wien Breitensee,1
at:49:1705,Wien Handelskai,0
at:49:176,Wien Brünner Straße,0
at:49:1780,Wien Kaiserebersdorf,0
at:49:288,Wien Erzherzog-Karl-Straße,0
at:49:334,Wien Floridsdorf,0
at:49:345,Wien Franz-Josefs-Bahnhof,0
at:49:393,Wien Gersthof,1
at:49:460,Wien Hadersdorf,1
at:49:465,Wien Haidestraße,1
at:49:484,Wien Geiselbergstraße,1
at:49:491,Wien Heiligenstadt,0
at:49:505,Wien Hernals,1
at:49:511,Wien Hetzendorf,1
at:49:532,Wien Hirschstetten,1
at:49:560,Wien Hütteldorf,0
at:49:582,Wien Blumental,1
at:49:591,Wien Jedlersdorf,0
at:49:723,Wien Krottenbachstraße,1
at:49:743,Wien Mitte-Landstraße,0
at:49:769,Wien Leopoldau,0
at:49:788,Wien Liesing,0
at:49:849,Wien Matzleinsdorfer Platz,0
at:49:910,Wien Aspern Nord,0
at:49:94,Wien Atzgersdorf,1
at:49:948,Wien Nußdorf,1
at:49:959,Wien Oberdöbling,1
at:49:981,Wien Ottakring,1
