date,A,B,C,D,E,F,G,total
20241023,144.58148609371364,271.05442300275195,504.562119130602,927.77629375428,1523.49152878814,2523.4619245210074,6024.8003303473,11919.728105637794
20241030,132.8953610882537,241.41967379990012,453.87719196208064,809.8718343953622,1249.6342852812054,2088.5901482393924,5095.896748562836,10072.185243329031
